cohort,urm,freshman_transfer,cohort_major_desc,deg_major_desc,headcount
2014-15,Non-URM,Freshman,ASTROPHYSICS                                                                                                            ,STATISTICS AND DATA SCIENCE                                                                                             ,2
2014-15,Non-URM,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,BUSINESS ECONOMICS                                                                                                      ,1
2014-15,Non-URM,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,1
2014-15,Non-URM,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,PSYCHOBIOLOGY                                                                                                           ,1
2014-15,Non-URM,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,WORLD ARTS AND CULTURES                                                                                                 ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ANTHROPOLOGY                                                                                                            ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ANTHROPOLOGY-BS                                                                                                         ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,APPLIED LINGUISTICS                                                                                                     ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ART                                                                                                                     ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ART HISTORY                                                                                                             ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ASTROPHYSICS                                                                                                            ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,BIOCHEMISTRY                                                                                                            ,93
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,BIOENGINEERING                                                                                                          ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,BIOLOGY                                                                                                                 ,17
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,BUSINESS ECONOMICS                                                                                                      ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,CHEMICAL ENGINEERING                                                                                                    ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,CHEMISTRY                                                                                                               ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,CIVIL ENGINEERING                                                                                                       ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,COGNITIVE SCIENCE                                                                                                       ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,COMPUTER SCIENCE                                                                                                        ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ECONOMICS                                                                                                               ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ENGLISH                                                                                                                 ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,ENVIRONMENTAL SCIENCE                                                                                                   ,2
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,GEOGRAPHY                                                                                                               ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,GEOLOGY                                                                                                                 ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,JAPANESE                                                                                                                ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,LINGUISTICS                                                                                                             ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,MATHEMATICS                                                                                                             ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,MECHANICAL ENGINEERING                                                                                                  ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",6
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,NEUROSCIENCE                                                                                                            ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,No Degree,10
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,PHILOSOPHY                                                                                                              ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,PHYSICS                                                                                                                 ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,PHYSIOLOGICAL SCIENCE                                                                                                   ,5
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,POLITICAL SCIENCE                                                                                                       ,1
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,PSYCHOBIOLOGY                                                                                                           ,8
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,PSYCHOLOGY                                                                                                              ,6
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,SOCIOLOGY                                                                                                               ,3
2014-15,Non-URM,Freshman,BIOCHEMISTRY                                                                                                            ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,BIOCHEMISTRY                                                                                                            ,1
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,BIOENGINEERING                                                                                                          ,1
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,BIOPHYSICS                                                                                                              ,2
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,1
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,No Degree,3
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,PHILOSOPHY                                                                                                              ,1
2014-15,Non-URM,Freshman,BIOPHYSICS                                                                                                              ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,ANTHROPOLOGY-BS                                                                                                         ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,BIOCHEMISTRY                                                                                                            ,24
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,CHEMICAL ENGINEERING                                                                                                    ,4
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,CHEMISTRY                                                                                                               ,13
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,COGNITIVE SCIENCE                                                                                                       ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,COMMUNICATION                                                                                                           ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,COMPUTER SCIENCE                                                                                                        ,2
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,ECONOMICS                                                                                                               ,3
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,ENGLISH                                                                                                                 ,2
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,ENVIRONMENTAL SCIENCE                                                                                                   ,3
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,MATHEMATICS                                                                                                             ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,MATHEMATICS/APPLIED SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,MATHEMATICS/ECONOMICS                                                                                                   ,2
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",2
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,No Degree,11
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,PHYSICS                                                                                                                 ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,PHYSIOLOGICAL SCIENCE                                                                                                   ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,POLITICAL SCIENCE                                                                                                       ,2
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,PSYCHOBIOLOGY                                                                                                           ,3
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,SOCIOLOGY                                                                                                               ,1
2014-15,Non-URM,Freshman,CHEMISTRY                                                                                                               ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,CHEMICAL ENGINEERING                                                                                                    ,2
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,CHEMISTRY                                                                                                               ,1
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,3
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,1
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,ELECTRICAL ENGINEERING                                                                                                  ,1
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,MATHEMATICS OF COMPUTATION                                                                                              ,1
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",1
2014-15,Non-URM,Freshman,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,PHYSICS                                                                                                                 ,1
2014-15,Non-URM,Freshman,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,APPLIED MATHEMATICS                                                                                                     ,1
2014-15,Non-URM,Freshman,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,ENGLISH                                                                                                                 ,1
2014-15,Non-URM,Freshman,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,1
2014-15,Non-URM,Freshman,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,GEOLOGY                                                                                                                 ,1
2014-15,Non-URM,Freshman,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,APPLIED LINGUISTICS                                                                                                     ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,APPLIED MATHEMATICS                                                                                                     ,4
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,BUSINESS ECONOMICS                                                                                                      ,3
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,COMMUNICATION                                                                                                           ,2
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,COMPUTER SCIENCE                                                                                                        ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,ECONOMICS                                                                                                               ,7
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,ENGLISH                                                                                                                 ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,30
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,HISTORY                                                                                                                 ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,MATHEMATICS                                                                                                             ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,MATHEMATICS OF COMPUTATION                                                                                              ,2
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,No Degree,5
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,PSYCHOLOGY                                                                                                              ,2
2014-15,Non-URM,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,STATISTICS AND DATA SCIENCE                                                                                             ,11
2014-15,Non-URM,Freshman,GEOLOGY                                                                                                                 ,GEOPHYSICS                                                                                                              ,1
2014-15,Non-URM,Freshman,GEOLOGY/PALEOBIOLOGY                                                                                                    ,GEOLOGY/PALEOBIOLOGY                                                                                                    ,1
2014-15,Non-URM,Freshman,GEOPHYSICS/APPLIED GEOPHYSICS                                                                                           ,APPLIED MATHEMATICS                                                                                                     ,1
2014-15,Non-URM,Freshman,GEOPHYSICS/GEOPHYSICS AND SPACE PHYSICS                                                                                 ,ASTROPHYSICS                                                                                                            ,1
2014-15,Non-URM,Freshman,GEOPHYSICS/GEOPHYSICS AND SPACE PHYSICS                                                                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,APPLIED MATHEMATICS                                                                                                     ,4
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,BIOCHEMISTRY                                                                                                            ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,CIVIL ENGINEERING                                                                                                       ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,COMPUTER SCIENCE                                                                                                        ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,ECONOMICS                                                                                                               ,7
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,ELECTRICAL ENGINEERING                                                                                                  ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,ENVIRONMENTAL SCIENCE                                                                                                   ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,HISTORY                                                                                                                 ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,MATHEMATICS                                                                                                             ,13
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,3
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,No Degree,6
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,PHILOSOPHY                                                                                                              ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,PSYCHOBIOLOGY                                                                                                           ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,PSYCHOLOGY                                                                                                              ,1
2014-15,Non-URM,Freshman,MATHEMATICS                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,2
2014-15,Non-URM,Freshman,MATHEMATICS FOR TEACHING                                    ,ECONOMICS                                                                                                               ,2
2014-15,Non-URM,Freshman,MATHEMATICS FOR TEACHING                                    ,MATHEMATICS FOR TEACHING                                                                                                ,1
2014-15,Non-URM,Freshman,MATHEMATICS FOR TEACHING                                    ,No Degree,1
2014-15,Non-URM,Freshman,MATHEMATICS FOR TEACHING                                    ,POLITICAL SCIENCE                                                                                                       ,1
2014-15,Non-URM,Freshman,MATHEMATICS FOR TEACHING                                    ,PSYCHOBIOLOGY                                                                                                           ,1
2014-15,Non-URM,Freshman,MATHEMATICS FOR TEACHING                                    ,WORLD ARTS AND CULTURES                                                                                                 ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,AEROSPACE ENGINEERING                                                                                                   ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,APPLIED LINGUISTICS                                                                                                     ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,APPLIED MATHEMATICS                                                                                                     ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,COMPUTER SCIENCE                                                                                                        ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,MATHEMATICS                                                                                                             ,1
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,MATHEMATICS OF COMPUTATION                                                                                              ,6
2014-15,Non-URM,Freshman,MATHEMATICS OF COMPUTATION                                  ,No Degree,1
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,APPLIED MATHEMATICS                                                                                                     ,2
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,BIOCHEMISTRY                                                                                                            ,2
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,ECONOMICS                                                                                                               ,1
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,GEOGRAPHY                                                                                                               ,1
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,MATHEMATICS/APPLIED SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,SOCIOLOGY                                                                                                               ,1
2014-15,Non-URM,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,APPLIED MATHEMATICS                                                                                                     ,3
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,BUSINESS ECONOMICS                                                                                                      ,7
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,COMPUTER SCIENCE                                                                                                        ,2
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,ECONOMICS                                                                                                               ,17
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,4
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,1
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,1
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS OF COMPUTATION                                                                                              ,3
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS/ECONOMICS                                                                                                   ,12
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",1
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,No Degree,2
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,PSYCHOBIOLOGY                                                                                                           ,2
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,SOCIOLOGY                                                                                                               ,2
2014-15,Non-URM,Freshman,MATHEMATICS/ECONOMICS                                       ,STATISTICS AND DATA SCIENCE                                                                                             ,4
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,APPLIED MATHEMATICS                                                                                                     ,6
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,ARCHITECTURAL STUDIES                                                                                                   ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,BIOPHYSICS                                                                                                              ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,CHEMISTRY/MATERIALS SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,COMPUTER SCIENCE                                                                                                        ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,COMPUTER SCIENCE AND ENGINEERING                                                                                        ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,ECONOMICS                                                                                                               ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,ELECTRICAL ENGINEERING                                                                                                  ,5
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,ENGLISH                                                                                                                 ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,ENVIRONMENTAL SCIENCE                                                                                                   ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,FINANCIAL ACTUARIAL MATHEMATICS                                                                                         ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,GEOPHYSICS                                                                                                              ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,3
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS/APPLIED SCIENCE                                                                                             ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS/ECONOMICS                                                                                                   ,1
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,MECHANICAL ENGINEERING                                                                                                  ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,No Degree,5
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,PHYSICS                                                                                                                 ,22
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,PHYSICS-BA                                                                                                              ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,POLITICAL SCIENCE                                                                                                       ,2
2014-15,Non-URM,Freshman,PHYSICS                                                                                                                 ,PSYCHOLOGY                                                                                                              ,2
